name of city heb,city eng,street heb,,
????                ,,??? ??,,
????                ,,????,,
????                ,,???? ??? ??-??,,
????                ,,????,,
????                ,,??? ?? ???,,
????                ,,??? ???????,,
????                ,,??????,,
????                ,,???? ????,,
????                ,,???? ?? ??-????,,
????                ,,???,,
????                ,,????,,
????                ,,???????,,
????                ,,????? ??????,,
????                ,,??????,,
,,,,
???? ?????          ,TIRAT YEHUDA             ,???? ?????,,
,,,,
???? ????           ,TIRAT KARMEL             ,???? ??????,,
???? ????           ,,????? ?????,,
???? ????           ,,???? ???,,
???? ????           ,,????? ????,,
???? ????           ,,?????,,
???? ????           ,,"??""?",,
???? ????           ,,????? ????,,
???? ????           ,,????,,
???? ????           ,,??????,,
???? ????           ,,?? ???,,
???? ????           ,,??????,,
???? ????           ,,?????,,
???? ????           ,,??????,,
???? ????           ,,???,,
???? ????           ,,??? ??? ????,,
???? ????           ,,????,,
???? ????           ,,?????,,
???? ????           ,,????,,
???? ????           ,,?????,,
???? ????           ,,????,,
???? ????           ,,?????,,
???? ????           ,,??????,,
???? ????           ,,????,,
???? ????           ,,?????,,
???? ????           ,,??????,,
???? ????           ,,???????,,
???? ????           ,,??????,,
???? ????           ,,????????,,
???? ????           ,,????? ??????? ????,,
???? ????           ,,????????,,
???? ????           ,,?????,,
???? ????           ,,???????,,
???? ????           ,,?????,,
???? ????           ,,"????""?",,
???? ????           ,,???????,,
???? ????           ,,??? ????? ??????,,
???? ????           ,,??? ??????,,
???? ????           ,,??? ?????,,
???? ????           ,,??? ????? ???,,
???? ????           ,,??? ???,,
???? ????           ,,?????,,
???? ????           ,,??????,,
???? ????           ,,????,,
???? ????           ,,??????,,
???? ????           ,,??????,,
???? ????           ,,?????,,
???? ????           ,,?'????????,,
???? ????           ,,???,,
???? ????           ,,?????,,
???? ????           ,,?? ????,,
???? ????           ,,???? ????,,
???? ????           ,,"?""? ?????????",,
???? ????           ,,?????,,
???? ????           ,,???? ????,,
???? ????           ,,???????,,
???? ????           ,,"?""? ????? ?????",,
???? ????           ,,??? ???,,
???? ????           ,,??? ??????,,
???? ????           ,,"??? ?""? ?????????",,
???? ????           ,,??? ???????,,
???? ????           ,,??? ????,,
???? ????           ,,??????,,
???? ????           ,,??? ?????,,
???? ????           ,,"??""?",,
???? ????           ,,?????? ????,,
???? ????           ,,??????,,
???? ????           ,,????? ??? ?????,,
???? ????           ,,?? ??????,,
???? ????           ,,?? ?????? ?,,
???? ????           ,,?? ?????? ?,,
???? ????           ,,???? ???,,
???? ????           ,,????,,
???? ????           ,,???? ????,,
???? ????           ,,??? ?????,,
???? ????           ,,???? ????,,
???? ????           ,,???? ???,,
???? ????           ,,?????,,
???? ????           ,,????,,
???? ????           ,,??????,,
???? ????           ,,????,,
???? ????           ,,?? ????? 2,,
???? ????           ,,?? ?????? 10,,
???? ????           ,,?? ?????? 1,,
???? ????           ,,?? ?????? 4,,
???? ????           ,,?? ?????? 7,,
???? ????           ,,?? ?????? 8,,
???? ????           ,,?? ?????? 9,,
???? ????           ,,?? ????? 1,,
???? ????           ,,?? ????? 5,,
???? ????           ,,?? ????? 6,,
???? ????           ,,?? ????? 8,,
???? ????           ,,?? ?????,,
???? ????           ,,?? ????,,
???? ????           ,,?? ???? ? 2,,
???? ????           ,,?? ??????,,
???? ????           ,,"????? ?""?",,
???? ????           ,,????,,
???? ????           ,,?????,,
???? ????           ,,???? ?,,
???? ????           ,,???,,
???? ????           ,,????,,
???? ????           ,,??? ?????,,
???? ????           ,,?????,,
???? ????           ,,"???""?",,
???? ????           ,,??? ????,,
???? ????           ,,? ???,,
???? ????           ,,? ?????????,,
???? ????           ,,? ?? ???,,
???? ????           ,,? ?????,,
???? ????           ,,? ?????,,
???? ????           ,,? ???,,
???? ????           ,,? ??????,,
???? ????           ,,? ?????,,
???? ????           ,,? ??????,,
???? ????           ,,? ???,,
???? ????           ,,?????,,
???? ????           ,,?? ??????,,
???? ????           ,,?? ????,,
???? ????           ,,?? ??? ????,,
???? ????           ,,?? ??????,,
???? ????           ,,?? ??????,,
???? ????           ,,?? ???? ???,,
???? ????           ,,"?? ???""?",,
???? ????           ,,"?? ??""?",,
???? ????           ,,????? ?????,,
???? ????           ,,??? ???,,
???? ????           ,,????,,
???? ????           ,,?????,,
,,,,
???? ???            ,TIRAT ZEVI               ,????? ?????,,
???? ???            ,,???? ???,,
,,,,
?? ???              ,TAL SHAHAR               ,?????,,
?? ???              ,,?? ???,,
?? ???              ,,??? ?????,,
?? ???              ,,??? ??????,,
?? ???              ,,??? ??,,
?? ???              ,,??? ?????,,
?? ???              ,,??? ?????,,
?? ???              ,,??? ????,,
,,,,
??-??               ,TAL-EL                   ,?????,,
??-??               ,,?????,,
??-??               ,,?????,,
??-??               ,,????,,
??-??               ,,???,,
??-??               ,,????,,
??-??               ,,????,,
??-??               ,,????,,
??-??               ,,?????,,
??-??               ,,??????,,
??-??               ,,?????,,
??-??               ,,??-??,,
??-??               ,,???? ?????,,
??-??               ,,????,,
,,,,
?????               ,TELALIM                  ,?????,,
?????               ,,???? ?????,,
,,,,
?????               ,TALMON                   ,????,,
?????               ,,?????,,
?????               ,,????,,
,,,,
????                ,TAMRA                    ,??? ?????,,
????                ,,?????,,
????                ,,???'??,,
????                ,,???????,,
????                ,,??????,,
????                ,,????'???,,
????                ,,??????,,
????                ,,????????,,
????                ,,????????,,
????                ,,??? ?????,,
????                ,,????'??,,
????                ,,????? ????,,
????                ,,?????? ???????,,
????                ,,???? ?????,,
????                ,,???? ????,,
????                ,,??????,,
????                ,,?'???? ???????,,
????                ,,?'?? ??????,,
????                ,,?'?? ???'???,,
????                ,,?'?? ????,,
????                ,,????,,
????                ,,??????,,
????                ,,???? ????,,
????                ,,??????,,
????                ,,????? ??????,,
,,,,
???? (??????)       ,TAMRA (YIZRE'EL)         ,???? (??????),,
,,,,
???                 ,TENE                     ,????,,
???                 ,,?????,,
???                 ,,????,,
???                 ,,?????,,
???                 ,,???,,
???                 ,,???,,
???                 ,,?????,,
???                 ,,??????,,
???                 ,,?????,,
???                 ,,??????,,
???                 ,,?????,,
,,,,
?????               ,TEFAHOT                  ,?????,,
,,,,
?????-?'?           ,YANUH-JAT                ,?'? (?????),,
?????-?'?           ,,?????,,
?????-?'?           ,,?????-?'?,,
,,,,
????                ,YEVUL                    ,????,,
,,,,
?????               ,YAVNE'EL                 ,??? ???? ?????,,
?????               ,,??? ??,,
?????               ,,?? ??????,,
?????               ,,????????,,
?????               ,,???????,,
?????               ,,?????,,
?????               ,,?????,,
?????               ,,????? ?????,,
?????               ,,???? ?????,,
?????               ,,?????,,
?????               ,,? ?????,,
?????               ,,? ????,,
?????               ,,? ?????,,
?????               ,,? ?????,,
?????               ,,?? ???????,,
?????               ,,?? ????? ?????,,
,,,,
????                ,YAVNE                    ,??????,,
????                ,,??????,,
????                ,,????,,
????                ,,?????,,
????                ,,???,,
????                ,,????? ?????,,
????                ,,????,,
????                ,,????,,
????                ,,???? ??????,,
????                ,,???? ??????,,
????                ,,???,,
????                ,,?????,,
????                ,,????? ??????,,
????                ,,???,,
????                ,,????? ???,,
????                ,,???????,,
????                ,,"??""?",,
????                ,,???,,
????                ,,???????,,
????                ,,?????,,
????                ,,????,,
????                ,,????,,
????                ,,????? ?????,,
????                ,,????,,
????                ,,????,,
????                ,,????,,
????                ,,?????? ????,,
????                ,,????,,
????                ,,?????,,
????                ,,????? ????,,
????                ,,??????,,
????                ,,????,,
????                ,,??????,,
????                ,,????,,
????                ,,???? ????????',,
????                ,,?? ??????,,
????                ,,??,,
????                ,,????,,
????                ,,??? ??'?' ?????,,
????                ,,?????,,
????                ,,???????,,
????                ,,?????,,
????                ,,??????,,
????                ,,?????,,
????                ,,??????,,
????                ,,????????,,
????                ,,?????????,,
????                ,,?????,,
????                ,,????,,
????                ,,?????,,
????                ,,????,,
????                ,,?????,,
????                ,,??????,,
????                ,,?????,,
????                ,,?????,,
????                ,,????,,
????                ,,???? ?????,,
????                ,,??????,,
????                ,,???????,,
????                ,,???,,
????                ,,????,,
????                ,,?????,,
????                ,,????,,
????                ,,?????,,
????                ,,??????,,
????                ,,????,,
????                ,,??????,,
????                ,,?????,,
????                ,,??????,,
????                ,,??????,,
????                ,,??????,,
????                ,,?????,,
????                ,,?????,,
????                ,,?????,,
????                ,,??????,,
????                ,,??????,,
????                ,,?????,,
????                ,,?????,,
????                ,,???????,,
????                ,,????,,
????                ,,????,,
????                ,,??????,,
????                ,,????,,
????                ,,??????,,
????                ,,???????,,
????                ,,????,,
????                ,,??????,,
????                ,,???????,,
????                ,,??????,,
????                ,,?????,,
????                ,,??????,,
????                ,,?????,,
????                ,,?????,,
????                ,,????,,
????                ,,???????,,
????                ,,?????,,
????                ,,????,,
????                ,,???????,,
????                ,,????,,
????                ,,??????,,
????                ,,?? ??????,,
????                ,,?? ?????,,
????                ,,?? ???,,
????                ,,?? ????,,
????                ,,????????,,
????                ,,??? ????????,,
????                ,,??? ??????,,
????                ,,?????,,
????                ,,????,,
????                ,,????,,
????                ,,???????,,
????                ,,??????,,
????                ,,???????,,
????                ,,???????,,
????                ,,????,,
????                ,,???????,,
????                ,,?????,,
????                ,,????,,
????                ,,?????,,
????                ,,?????,,
????                ,,?????,,
????                ,,?????,,
????                ,,?????,,
????                ,,??????,,
????                ,,?'????????,,
????                ,,?????,,
????                ,,?????,,
????                ,,????? ????,,
????                ,,????? ?????,,
????                ,,?????,,
????                ,,?????,,
????                ,,???????,,
????                ,,?????,,
????                ,,???,,
????                ,,????,,
????                ,,?????,,
????                ,,?????,,
????                ,,????,,
????                ,,?????,,
????                ,,????,,
????                ,,???????,,
????                ,,??????,,
????                ,,?????,,
????                ,,?????,,
????                ,,??? ????,,
????                ,,?????,,
????                ,,???,,
????                ,,???? ???,,
????                ,,???? ????,,
????                ,,???? ????,,
????                ,,???? ?????,,
????                ,,???? ?????,,
????                ,,???? ???,,
????                ,,"???? ??""?",,
????                ,,?????,,
????                ,,????,,
????                ,,???? ?????,,
????                ,,???? ?????,,
????                ,,??????,,
????                ,,???? ?????,,
????                ,,????? ???????,,
????                ,,????? ????,,
????                ,,????? ???????,,
????                ,,????? ??????,,
????                ,,????? ???????,,
????                ,,????? ??????,,
????                ,,????? ?????,,
????                ,,????? ??????,,
????                ,,????? ?????,,
????                ,,????? ?????,,
????                ,,????? ??????,,
????                ,,????? ?????,,
????                ,,????? ????,,
????                ,,????? ??????,,
????                ,,????? ??????,,
????                ,,????? ?????,,
????                ,,????? ????,,
????                ,,????? ?????,,
????                ,,????? ?????,,
????                ,,????? ???? ?????,,
????                ,,????? ?????,,
????                ,,????? ??????,,
????                ,,????? ????,,
????                ,,????? ?????,,
????                ,,???? ?????,,
????                ,,???? ????,,
????                ,,???? ?? ??????,,
????                ,,???? ????,,
????                ,,???? ???,,
????                ,,???????,,
????                ,,????,,
????                ,,?????,,
????                ,,?????,,
????                ,,??? ????,,
????                ,,??? ??????,,
????                ,,??? ????,,
????                ,,??? ????,,
????                ,,???????,,
????                ,,??????,,
????                ,,???? ???,,
????                ,,???? ??????,,
????                ,,??? ??????,,
????                ,,????,,
????                ,,????,,
????                ,,?????,,
????                ,,?????,,
????                ,,????,,
????                ,,???????,,
????                ,,????,,
????                ,,???? ??????,,
????                ,,????,,
????                ,,?????,,
????                ,,????,,
????                ,,?????,,
????                ,,????,,
????                ,,????,,
????                ,,???,,
????                ,,???????,,
????                ,,???,,
????                ,,?????,,
????                ,,?????,,
????                ,,???,,
????                ,,?????,,
????                ,,????? ????,,
????                ,,??????,,
????                ,,??????,,
????                ,,??? ????? ????,,
????                ,,???????,,
????                ,,????,,
????                ,,?? ?,,
????                ,,?? ?,,
????                ,,?? ??,,
????                ,,?? ??,,
????                ,,?? ??,,
????                ,,??? ???????,,
????                ,,????,,
????                ,,?????,,
????                ,,???? ?? ???,,
????                ,,???? ?????,,
????                ,,????,,
????                ,,? ???????,,
????                ,,? ?????,,
????                ,,? ???????,,
????                ,,? ?????,,
????                ,,? ??? ????,,
????                ,,"?""? ?????",,
????                ,,????,,
????                ,,?? ?? ????,,
????                ,,?? ?????,,
????                ,,?? ????????,,
????                ,,?? ???????,,
????                ,,?? ???????,,
????                ,,????,,
????                ,,????,,
????                ,,?????????,,
????                ,,????,,
????                ,,?? ????? ????,,
????                ,,?? ??? ????,,
????                ,,?? ???,,
????                ,,?? ????,,
????                ,,???,,
????                ,,??????,,
????                ,,????,,
????                ,,???,,
????                ,,?????? ?????,,
,,,,
????                ,YAGUR                    ,????? ?????,,
????                ,,??? ????? ??????,,
????                ,,??? ?????,,
????                ,,??? ????,,
????                ,,??? ?????,,
????                ,,??? ??????,,
????                ,,??? ????,,
????                ,,??? ?????,,
????                ,,??? ??????,,
????                ,,??? ??????,,
????                ,,??? ?????,,
????                ,,??? ??????,,
????                ,,??? ????????,,
????                ,,??? ?????,,
????                ,,??? ???????,,
????                ,,??? ??? ?????,,
????                ,,??? ?? ???????,,
????                ,,??? ??? ??????,,
????                ,,??? ???? ??????,,
????                ,,????,,
????                ,,???? ??? ?????,,
????                ,,???? ?????,,
????                ,,???? ??? ??????,,
????                ,,???? ??????,,
????                ,,???? ???????,,
????                ,,??' ??? ?????,,
????                ,,??' ??????,,
????                ,,???? ?????,,
????                ,,???? ????????,,
????                ,,???? ?????,,
????                ,,???? ?????????,,
????                ,,???? ???????,,
????                ,,???? ??????,,
????                ,,???? ???????,,
????                ,,???? ?????,,
????                ,,???? ????,,
????                ,,???? ??????,,
????                ,,???? ????,,
????                ,,???? ????????,,
????                ,,???? ?????,,
????                ,,???? ????,,
????                ,,???? ?????,,
????                ,,???? ????????,,
????                ,,???? ????????,,
????                ,,???? ???????,,
????                ,,???? ????????,,
????                ,,???? ??????,,
????                ,,???? ??????,,
????                ,,???? ?????,,
????                ,,???? ?????,,
????                ,,???? ?????,,
????                ,,???? ???? ????,,
????                ,,??' ???? ???????,,
????                ,,????? ????????,,
????                ,,????? ????????,,
????                ,,????? ???,,
????                ,,????? ?????,,
????                ,,????? ????,,
????                ,,????? ?????,,
????                ,,????? ????,,
????                ,,????? ??????,,
????                ,,"????? ???""?",,
????                ,,????? ?????,,
,,,,
???                 ,YAGEL                    ,????,,
???                 ,,????,,
???                 ,,??????,,
???                 ,,???,,
???                 ,,??? ????,,
,,,,
?? ??????           ,YAD BINYAMIN             ,????,,
?? ??????           ,,??????,,
?? ??????           ,,????,,
?? ??????           ,,?????,,
?? ??????           ,,???,,
?? ??????           ,,????,,
?? ??????           ,,??? ?????,,
?? ??????           ,,??? ????,,
?? ??????           ,,????,,
?? ??????           ,,????,,
?? ??????           ,,????,,
?? ??????           ,,??????,,
?? ??????           ,,????,,
?? ??????           ,,??????,,
?? ??????           ,,????,,
?? ??????           ,,????,,
?? ??????           ,,?????,,
?? ??????           ,,?????,,
?? ??????           ,,????,,
?? ??????           ,,?????,,
?? ??????           ,,?? ??????,,
?? ??????           ,,?????,,
?? ??????           ,,????,,
?? ??????           ,,???,,
?? ??????           ,,????,,
?? ??????           ,,????,,
?? ??????           ,,?????,,
?? ??????           ,,?????,,
?? ??????           ,,???? ????,,
?? ??????           ,,????,,
?? ??????           ,,???????,,
?? ??????           ,,???,,
?? ??????           ,,?? ?????,,
?? ??????           ,,?? ???,,
?? ??????           ,,?? ????,,
?? ??????           ,,?? ????,,
?? ??????           ,,?? ????,,
?? ??????           ,,?? ?????,,
?? ??????           ,,?? ???,,
?? ??????           ,,??????,,
?? ??????           ,,???,,
?? ??????           ,,????,,
?? ??????           ,,?????,,
?? ??????           ,,?? ?????,,
?? ??????           ,,?? ?????,,
?? ??????           ,,?? ?????,,
?? ??????           ,,?? ????,,
?? ??????           ,,?? ?????,,
?? ??????           ,,?? ????,,
?? ??????           ,,?? ???,,
?? ??????           ,,????,,
?? ??????           ,,????,,
,,,,
?? ??????           ,YAD HASHEMONA            ,?? ??????,,
,,,,
?? ???              ,YAD HANNA                ,?? ???,,
,,,,
?? ?????            ,YAD MORDEKHAY            ,?? ?????,,
,,,,
?? ???              ,YAD NATAN                ,?????,,
?? ???              ,,?????,,
?? ???              ,,????????,,
?? ???              ,,?????,,
?? ???              ,,?? ???,,
?? ???              ,,????? ?????,,
?? ???              ,,???? ???????????,,
,,,,
"?? ???""?            ",YAD RAMBAM               ,"?? ???""?",,
,,,,
?????               ,YEDIDA                   ,?????,,
,,,,
????-???????        ,YEHUD-MONOSON            ,??? ??????,,
????-???????        ,,???????,,
????-???????        ,,???? ??? ?????,,
????-???????        ,,??? ???? ?????,,
????-???????        ,,???? ??????,,
????-???????        ,,????? ?????,,
????-???????        ,,??? ???,,
????-???????        ,,????? ???,,
????-???????        ,,?????,,
????-???????        ,,???????,,
????-???????        ,,????? ??????,,
????-???????        ,,???? ?? ??????,,
????-???????        ,,?????????,,
????-???????        ,,?????,,
????-???????        ,,??????,,
????-???????        ,,??????,,
????-???????        ,,?????????,,
????-???????        ,,"???""?",,
????-???????        ,,?? ?????? ???,,
????-???????        ,,?? ???,,
????-???????        ,,?? ??????? ????,,
????-???????        ,,????,,
????-???????        ,,???? ??? ?????,,
????-???????        ,,????? ????,,
????-???????        ,,??????,,
????-???????        ,,????? ?????,,
????-???????        ,,"?""? ????? ????",,
????-???????        ,,??? ???? ???,,
????-???????        ,,??? ?????,,
????-???????        ,,??? ???????,,
????-???????        ,,?????,,
????-???????        ,,?????? ??? ?????,,
????-???????        ,,"???""?",,
????-???????        ,,?????? ??? ?????,,
????-???????        ,,????? ?????,,
????-???????        ,,???? ??? ?????,,
????-???????        ,,??????,,
????-???????        ,,??? ??? ?????,,
????-???????        ,,?????,,
????-???????        ,,??????,,
????-???????        ,,????,,
????-???????        ,,?????,,
????-???????        ,,??????,,
????-???????        ,,?????,,
????-???????        ,,????????,,
????-???????        ,,??????,,
????-???????        ,,????????,,
????-???????        ,,??? ??????,,
????-???????        ,,??????,,
????-???????        ,,??????? ??? ?????,,
????-???????        ,,??????? ??????,,
????-???????        ,,??? ???? ???????,,
????-???????        ,,?????,,
????-???????        ,,?????? ??? ?????,,
????-???????        ,,????? ????,,
????-???????        ,,????,,
????-???????        ,,?????,,
????-???????        ,,??????,,
????-???????        ,,???????,,
????-???????        ,,??????? ???,,
????-???????        ,,?????,,
????-???????        ,,?'????????,,
????-???????        ,,???????,,
????-???????        ,,????,,
????-???????        ,,???? ???,,
????-???????        ,,????? ?????,,
????-???????        ,,????'?? ????,,
????-???????        ,,???? ????,,
????-???????        ,,???????,,
????-???????        ,,?????????,,
????-???????        ,,????-???????,,
????-???????        ,,????? ????,,
????-???????        ,,????? ??? ?????,,
????-???????        ,,????,,
????-???????        ,,?????? ?????,,
????-???????        ,,???? ???,,
????-???????        ,,??? ??,,
????-???????        ,,??? ???? ???,,
????-???????        ,,???????,,
????-???????        ,,????? ???????,,
????-???????        ,,???? ???,,
????-???????        ,,???? ?????,,
????-???????        ,,???? ???????,,
????-???????        ,,???? ????,,
????-???????        ,,???? ????,,
????-???????        ,,???? ????,,
????-???????        ,,???? ????,,
????-???????        ,,???? ??????,,
????-???????        ,,???? ??????,,
????-???????        ,,???? ???,,
????-???????        ,,???? ?????,,
????-???????        ,,???? ?????,,
????-???????        ,,???? ?????,,
????-???????        ,,???? ?????,,
????-???????        ,,???? ????,,
????-???????        ,,???? ?????,,
????-???????        ,,???? ????,,
????-???????        ,,???? ??????,,
????-???????        ,,???????,,
????-???????        ,,??????,,
????-???????        ,,???? ????,,
????-???????        ,,????,,
????-???????        ,,???? ????,,
????-???????        ,,???? ??????,,
????-???????        ,,????? ???,,
????-???????        ,,????,,
????-???????        ,,???? ???????,,
????-???????        ,,??????,,
????-???????        ,,"???""?",,
????-???????        ,,?????? ?????,,
????-???????        ,,??????,,
????-???????        ,,??????,,
????-???????        ,,?? ???? ??? ?????,,
????-???????        ,,?? ??????? ????????,,
????-???????        ,,?? ?????,,
????-???????        ,,???,,
????-???????        ,,???? ??? ?????,,
????-???????        ,,????? ??? ?????,,
????-???????        ,,?? ??????,,
????-???????        ,,????,,
????-???????        ,,???? ???,,
????-???????        ,,??? ???,,
????-???????        ,,"??""?",,
????-???????        ,,?????? ???? ?????,,
????-???????        ,,????? ??? ?????,,
????-???????        ,,????? ?????,,
????-???????        ,,????,,
????-???????        ,,???????,,
????-???????        ,,???? ?????????,,
????-???????        ,,???? ????????,,
????-???????        ,,"???""?",,
????-???????        ,,???,,
????-???????        ,,? ??? ?????,,
????-???????        ,,? ??? ????,,
????-???????        ,,? ????,,
????-???????        ,,????,,
????-???????        ,,?? ????,,
????-???????        ,,???? ??? ?????,,
????-???????        ,,"??""?",,
????-???????        ,,???? ????,,
????-???????        ,,?????? ????,,
????-???????        ,,?????,,
????-???????        ,,???? ??? ?????,,
????-???????        ,,?????,,
????-???????        ,,????? ??? ????,,
????-???????        ,,??'??? ????,,
????-???????        ,,??? ??? ?????,,
????-???????        ,,??? ?????,,
????-???????        ,,????,,
????-???????        ,,?????,,
????-???????        ,,????,,
????-???????        ,,??? ??? ?????,,
????-???????        ,,????? ??? ?????,,
,,,,
???                 ,YAHEL                    ,??? ????? ??????,,
???                 ,,???,,
,,,,
????                ,YUVAL                    ,????,,
,,,,
??????              ,YUVALIM                  ,??????,,
,,,,
?????               ,YODEFAT                  ,?????,,
,,,,
?????               ,YONATAN                  ,?????,,
,,,,
???????             ,YOSHIVYA                 ,???????,,
,,,,
??????              ,YIZRE'EL                 ,??????,,
,,,,
?????               ,YEHI'AM                  ,?????,,
,,,,
?????               ,YOTVATA                  ,?? ??,,
?????               ,,?????,,
,,,,
"???""?               ",YITAV                    ,"???""?",,
,,,,
?????               ,YAKHINI                  ,?????,,
,,,,
????                ,YANUV                    ,??? ?????,,
????                ,,??? ??????,,
????                ,,?????,,
????                ,,????,,
????                ,,????,,
????                ,,??????,,
????                ,,?????,,
????                ,,??????,,
????                ,,?????,,
????                ,,????,,
????                ,,???? ????,,
????                ,,???? ?????,,
????                ,,???? ??????,,
????                ,,???? ????,,
????                ,,?? ????,,
,,,,
????                ,YINNON                   ,????,,
,,,,
???? ?????          ,YESUD HAMA'ALA           ,??? ??????,,
???? ?????          ,,????,,
???? ?????          ,,???????,,
???? ?????          ,,???????,,
???? ?????          ,,????????,,
???? ?????          ,,??????,,
???? ?????          ,,????,,
???? ?????          ,,??????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,???????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,????????,,
???? ?????          ,,???????,,
???? ?????          ,,????????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,??????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,? ????,,
,,,,
??????              ,YESODOT                  ,??????,,
,,,,
?????               ,YAS'UR                   ,?????,,
,,,,
???                 ,YA'AD                    ,??? ??????,,
???                 ,,????????,,
???                 ,,???,,
???                 ,,??? ??????,,
???                 ,,??? ????,,
???                 ,,??? ??????,,
???                 ,,?? ????,,
???                 ,,??? ???,,
???                 ,,??? ??,,
???                 ,,??? ??????,,
???                 ,,???? ?????,,
???                 ,,????? ??????,,
,,,,
???                 ,YA'EL                    ,???,,
,,,,
???                 ,YE'AF                    ,????,,
???                 ,,?????,,
???                 ,,???,,
???                 ,,???????,,
???                 ,,????,,
???                 ,,??????,,
???                 ,,???,,
,,,,
????                ,YA'ARA                   ,????,,
,,,,
????                ,YAFI                     ,????????,,
????                ,,?????,,
????                ,,???????,,
????                ,,?????,,
????                ,,???'??,,
????                ,,??????'?,,
????                ,,???????,,
????                ,,???????,,
????                ,,??????,,
????                ,,?????,,
????                ,,??????'?,,
????                ,,???????,,
????                ,,?? ????'??,,
????                ,,???? ???'???'?,,
????                ,,????,,
????                ,,??? ?????,,
????                ,,???? ?????,,
????                ,,???? ???'????,,
????                ,,??? ???????,,
????                ,,?? 300,,
????                ,,?? 110,,
????                ,,?? 210,,
????                ,,?? 310,,
????                ,,?? 410,,
????                ,,?? 510,,
????                ,,?? 610,,
????                ,,?? 710,,
????                ,,?? 120,,
????                ,,?? 220,,
????                ,,?? 320,,
????                ,,?? 420,,
????                ,,?? 520,,
????                ,,?? 620,,
????                ,,?? 130,,
????                ,,?? 230,,
????                ,,?? 330,,
????                ,,?? 240,,
????                ,,?? 101,,
????                ,,?? 201,,
????                ,,?? 301,,
????                ,,?? 401,,
????                ,,?? 501,,
????                ,,?? 601,,
????                ,,?? 701,,
????                ,,?? 111,,
????                ,,?? 211,,
????                ,,?? 311,,
????                ,,?? 411,,
????                ,,?? 511,,
????                ,,?? 611,,
????                ,,?? 711,,
????                ,,?? 121,,
????                ,,?? 221,,
????                ,,?? 321,,
????                ,,?? 421,,
????                ,,?? 521,,
????                ,,?? 621,,
????                ,,?? 131,,
????                ,,?? 231,,
????                ,,?? 331,,
????                ,,?? 102,,
????                ,,?? 202,,
????                ,,?? 302,,
????                ,,?? 402,,
????                ,,?? 502,,
????                ,,?? 602,,
????                ,,?? 702,,
????                ,,?? 112,,
????                ,,?? 212,,
????                ,,?? 312,,
????                ,,?? 412,,
????                ,,?? 512,,
????                ,,?? 612,,
????                ,,?? 712,,
????                ,,?? 122,,
????                ,,?? 222,,
????                ,,?? 322,,
????                ,,?? 422,,
????                ,,?? 522,,
????                ,,?? 622,,
????                ,,?? 132,,
????                ,,?? 232,,
????                ,,?? 332,,
????                ,,?? 103,,
????                ,,?? 203,,
????                ,,?? 303,,
????                ,,?? 403,,
????                ,,?? 503,,
????                ,,?? 603,,
????                ,,?? 703,,
????                ,,?? 113,,
????                ,,?? 213,,
????                ,,?? 313,,
????                ,,?? 413,,
????                ,,?? 513,,
????                ,,?? 613,,
????                ,,?? 713,,
????                ,,?? 123,,
????                ,,?? 223,,
????                ,,?? 323,,
????                ,,?? 423,,
????                ,,?? 523,,
????                ,,?? 623,,
????                ,,?? 133,,
????                ,,?? 233,,
????                ,,?? 333,,
????                ,,?? 104,,
????                ,,?? 204,,
????                ,,?? 304,,
????                ,,?? 404,,
????                ,,?? 504,,
????                ,,?? 604,,
????                ,,?? 704,,
????                ,,?? 114,,
????                ,,?? 214,,
????                ,,?? 314,,
????                ,,?? 414,,
????                ,,?? 514,,
????                ,,?? 614,,
????                ,,?? 124,,
????                ,,?? 224,,
????                ,,?? 324,,
????                ,,?? 424,,
????                ,,?? 524,,
????                ,,?? 624,,
????                ,,?? 234,,
????                ,,?? 334,,
????                ,,?? 105,,
????                ,,?? 205,,
????                ,,?? 305,,
????                ,,?? 405,,
????                ,,?? 505,,
????                ,,?? 605,,
????                ,,?? 705,,
????                ,,?? 115,,
????                ,,?? 215,,
????                ,,?? 315,,
????                ,,?? 515,,
????                ,,?? 615,,
????                ,,?? 125,,
????                ,,?? 225,,
????                ,,?? 325,,
????                ,,?? 425,,
????                ,,?? 625,,
????                ,,?? 235,,
????                ,,?? 335,,
????                ,,?? 106,,
????                ,,?? 206,,
????                ,,?? 306,,
????                ,,?? 406,,
????                ,,?? 506,,
????                ,,?? 606,,
????                ,,?? 706,,
????                ,,?? 116,,
????                ,,?? 216,,
????                ,,?? 316,,
????                ,,?? 416,,
????                ,,?? 516,,
????                ,,?? 616,,
????                ,,?? 126,,
????                ,,?? 226,,
????                ,,?? 326,,
????                ,,?? 426,,
????                ,,?? 626,,
????                ,,?? 236,,
????                ,,?? 336,,
????                ,,?? 107,,
????                ,,?? 207,,
????                ,,?? 307,,
????                ,,?? 507,,
????                ,,?? 607,,
????                ,,?? 707,,
????                ,,?? 117,,
????                ,,?? 217,,
????                ,,?? 317,,
????                ,,?? 417,,
????                ,,?? 517,,
????                ,,?? 617,,
????                ,,?? 127,,
